普及	担当	0.38668251037597656
困难	自怨自艾	-0.02879721112549305
造型	照片	0.8275593519210815
抠门儿	小气	0
假货	赝品	-0.4230039715766907
拖后腿	拉后腿	0
天下	气候	0.5055798292160034
轻	善	0.5172081589698792
日程	季度	0.809364378452301
宇宙	蚂蚁	0.806869387626648
面包店	绿豆粥	0
结盟	无理取闹	0
免税店	飞机	0
逃课	创业	0
态度	秋波	0.892136812210083
但	但是	0.9584991335868835
赢	胜	0.45265600085258484
调查	努力	0.5151386857032776
玻璃	魔术师	0.7996345162391663
干扰	上网	0.8874601125717163
课堂	美食	0.3616091012954712
情节	黄色	0.4219617247581482
计算机	电脑	0.9013758301734924
讲价	打架	0
教授	黄瓜	0.045466575771570206
控制	恐高	0
阻力	天花板	-0.42127418518066406
WTO	世界贸易组织	0.38696980476379395
紫禁城	故宫	0.45471256971359253
算盘	计算机	0.8197118639945984
